"name","image_url","game_page_url","release_date","console","developer","publisher","l1","l2","l1_url","l2_url"
"Mar Heaven - Kaldea no Akuma","","https://www.zophar.net/music/nintendo-ds-2sf/mar-heaven-kaldea-no-akuma","Mar 30th,2006","Nintendo DS","Alpha Unit","Konami","Download all files as MP3 (117 MB)","Download original music files (5 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mar-heaven-kaldea-no-akuma/zvyagjmw/Mar%20Heaven%20-%20Kaldea%20no%20Akuma%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mar-heaven-kaldea-no-akuma/Mar%20Heaven%20-%20Kaldea%20no%20Akuma%20%28EMU%29.zophar.zip"
"March of the Penguins","","https://www.zophar.net/music/nintendo-ds-2sf/march-of-the-penguins","Nov 27th,2006","Nintendo DS","Skyworks","DSI","Download all files as MP3 (19 MB)","Download original music files (680 KB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/march-of-the-penguins/cyxxvdso/March%20of%20the%20Penguins%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/march-of-the-penguins/March%20of%20the%20Penguins%20%28EMU%29.zophar.zip"
"Mario & Luigi - Bowser's Inside Story","https://fi.zophar.net/soundcovers/nintendo-ds-2sf/thumbs_large/ds_mario-and-luigi-bowsers-inside-story.jpg","https://www.zophar.net/music/nintendo-ds-2sf/mario-luigi-bowsers-inside-story","Feb 11th,2009","Nintendo DS","AlphaDream","Nintendo","Download all files as MP3 (209 MB)","Download original music files (9 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mario-luigi-bowsers-inside-story/qhjbmlnf/Mario%20%26%20Luigi%20-%20Bowser%27s%20Inside%20Story%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mario-luigi-bowsers-inside-story/Mario%20%26%20Luigi%20-%20Bowser%27s%20Inside%20Story%20%28EMU%29.zophar.zip"
"Mario & Luigi - Partners in Time","https://fi.zophar.net/soundcovers/nintendo-ds-2sf/thumbs_large/ds_marioandluigipartnersintime.jpg","https://www.zophar.net/music/nintendo-ds-2sf/mario-luigi-partners-in-time","Nov 28th,2005","Nintendo DS","AlphaDream","Nintendo","Download all files as MP3 (171 MB)","Download original music files (2 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mario-luigi-partners-in-time/pvcckjjk/Mario%20%26%20Luigi%20-%20Partners%20in%20Time%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mario-luigi-partners-in-time/Mario%20%26%20Luigi%20-%20Partners%20in%20Time%20%28EMU%29.zophar.zip"
"Mario & Sonic at the Olympic Games","","https://www.zophar.net/music/nintendo-ds-2sf/mario-sonic-at-the-olympic-games","Jan 17th,2008","Nintendo DS","Tose","Sega","Download all files as MP3 (265 MB)","Download original music files (5 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mario-sonic-at-the-olympic-games/lvnhpsac/Mario%20%26%20Sonic%20at%20the%20Olympic%20Games%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mario-sonic-at-the-olympic-games/Mario%20%26%20Sonic%20at%20the%20Olympic%20Games%20%28EMU%29.zophar.zip"
"Mario & Sonic at the Olympic Winter Games","","https://www.zophar.net/music/nintendo-ds-2sf/mario-sonic-at-the-olympic-winter-games","Oct 13th,2009","Nintendo DS","Sega Sports R&D","Sega","Download original music files (10 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mario-sonic-at-the-olympic-winter-games/Mario%20%26%20Sonic%20at%20the%20Olympic%20Winter%20Games%20%28EMU%29.zophar.zip"
"Mario Hoops - 3 on 3","https://fi.zophar.net/soundcovers/nintendo-ds-2sf/thumbs_large/ds_mariohoops3on3.jpg","https://www.zophar.net/music/nintendo-ds-2sf/mario-hoops-3-on-3","Jul 27th,2006","Nintendo DS","Square Enix","Nintendo","Download all files as MP3 (105 MB)","Download original music files (28 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mario-hoops-3-on-3/lkxjrsmh/Mario%20Hoops%20-%203%20on%203%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mario-hoops-3-on-3/Mario%20Hoops%20-%203%20on%203%20%28EMU%29.zophar.zip"
"Mario Kart DS","https://fi.zophar.net/soundcovers/nintendo-ds-2sf/thumbs_large/ds_mariokartds.jpg","https://www.zophar.net/music/nintendo-ds-2sf/mario-kart-ds","Nov 14th,2005","Nintendo DS","Nintendo EAD","Nintendo","Download all files as MP3 (362 MB)","Download original music files (2 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mario-kart-ds/fcupsegn/Mario%20Kart%20DS%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mario-kart-ds/Mario%20Kart%20DS%20%28EMU%29.zophar.zip"
"Mario Party DS","https://fi.zophar.net/soundcovers/nintendo-ds-2sf/thumbs_large/ds_marioparty.jpg","https://www.zophar.net/music/nintendo-ds-2sf/mario-party-ds","Nov 8th,2007","Nintendo DS","Hudson","Nintendo","Download all files as MP3 (138 MB)","Download original music files (1 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mario-party-ds/teunnxpk/Mario%20Party%20DS%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mario-party-ds/Mario%20Party%20DS%20%28EMU%29.zophar.zip"
"Mario vs. Donkey Kong - Mini-Land Mayhem","https://fi.zophar.net/soundcovers/nintendo-ds-2sf/thumbs_large/ds_mariovsdonkeykongminilandmayhem.jpg","https://www.zophar.net/music/nintendo-ds-2sf/mario-vs-donkey-kong-mini-land-mayhem","Nov 14th,2010","Nintendo DS","NST","Nintendo","Download all files as MP3 (350 MB)","Download original music files (5 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mario-vs-donkey-kong-mini-land-mayhem/bfprvzwe/Mario%20vs.%20Donkey%20Kong%20-%20Mini-Land%20Mayhem%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mario-vs-donkey-kong-mini-land-mayhem/Mario%20vs.%20Donkey%20Kong%20-%20Mini-Land%20Mayhem%20%28EMU%29.zophar.zip"
"Mario vs. Donkey Kong - Minis March Again!","","https://www.zophar.net/music/nintendo-ds-2sf/mario-vs-donkey-kong-minis-march-again","Jun 8th,2009","Nintendo DS","Nintendo","Nintendo","Download original music files (963 KB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mario-vs-donkey-kong-minis-march-again/Mario%20vs.%20Donkey%20Kong%20-%20Minis%20March%20Again%21%20%28EMU%29.zophar.zip"
"Mario vs. Donkey Kong 2 - March of the Minis","https://fi.zophar.net/soundcovers/nintendo-ds-2sf/thumbs_large/ds_mariovsdonkeykong2.jpg","https://www.zophar.net/music/nintendo-ds-2sf/mario-vs-donkey-kong-2-march-of-the-minis","Sep 25th,2006","Nintendo DS","NST","Nintendo","Download all files as MP3 (401 MB)","Download original music files (3 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mario-vs-donkey-kong-2-march-of-the-minis/zmrkfwhu/Mario%20vs.%20Donkey%20Kong%202%20-%20March%20of%20the%20Minis%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mario-vs-donkey-kong-2-march-of-the-minis/Mario%20vs.%20Donkey%20Kong%202%20-%20March%20of%20the%20Minis%20%28EMU%29.zophar.zip"
"Maru Kaite DonDon Oboeru - Kyoui no Tsugawa Shiki Kanji Kioku Jutsu","","https://www.zophar.net/music/nintendo-ds-2sf/maru-kaite-dondon-oboeru-kyoui-no-tsugawa-shiki-kanji-kioku-jutsu","Jun 28th,2007","Nintendo DS","LukPlus","Ertain","Download all files as MP3 (31 MB)","Download original music files (936 KB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/maru-kaite-dondon-oboeru-kyoui-no-tsugawa-shiki-kanji-kioku-jutsu/exijdlpd/Maru%20Kaite%20DonDon%20Oboeru%20-%20Kyoui%20no%20Tsugawa%20Shiki%20Kanji%20Kioku%20Jutsu%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/maru-kaite-dondon-oboeru-kyoui-no-tsugawa-shiki-kanji-kioku-jutsu/Maru%20Kaite%20DonDon%20Oboeru%20-%20Kyoui%20no%20Tsugawa%20Shiki%20Kanji%20Kioku%20Jutsu%20%28EMU%29.zophar.zip"
"Marvel Nemesis - Rise of the Imperfects","","https://www.zophar.net/music/nintendo-ds-2sf/marvel-nemesis-rise-of-the-imperfects","Oct 11th,2005","Nintendo DS","Sensory Sweep","Electronic Arts","Download all files as MP3 (26 MB)","Download original music files (12 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/marvel-nemesis-rise-of-the-imperfects/jipklnsy/Marvel%20Nemesis%20-%20Rise%20of%20the%20Imperfects%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/marvel-nemesis-rise-of-the-imperfects/Marvel%20Nemesis%20-%20Rise%20of%20the%20Imperfects%20%28EMU%29.zophar.zip"
"Master Jin Jin's IQ Challenge","","https://www.zophar.net/music/nintendo-ds-2sf/master-jin-jins-iq-challenge","Sep 1st,2006","Nintendo DS","","ASK","Download all files as MP3 (90 MB)","Download original music files (665 KB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/master-jin-jins-iq-challenge/woiwaeyw/Master%20Jin%20Jin%27s%20IQ%20Challenge%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/master-jin-jins-iq-challenge/Master%20Jin%20Jin%27s%20IQ%20Challenge%20%28EMU%29.zophar.zip"
"Master of Illusion","https://fi.zophar.net/soundcovers/nintendo-ds-2sf/thumbs_large/ds_masterofillusion.jpg","https://www.zophar.net/music/nintendo-ds-2sf/master-of-illusion","Nov 16th,2006","Nintendo DS","Tenyo, Eighting","Nintendo","Download all files as MP3 (74 MB)","Download original music files (3 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/master-of-illusion/phrfpsao/Master%20of%20Illusion%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/master-of-illusion/Master%20of%20Illusion%20%28EMU%29.zophar.zip"
"Master of the Monster Lair","","https://www.zophar.net/music/nintendo-ds-2sf/master-of-the-monster-lair","Oct 25th,2007","Nintendo DS","Marionette","Global A","Download all files as MP3 (118 MB)","Download original music files (3 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/master-of-the-monster-lair/ukinpjmd/Master%20of%20the%20Monster%20Lair%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/master-of-the-monster-lair/Master%20of%20the%20Monster%20Lair%20%28EMU%29.zophar.zip"
"Matching Maker DS","","https://www.zophar.net/music/nintendo-ds-2sf/matching-maker-ds","Jul 24th,2008","Nintendo DS","Indi","D3 Publisher","Download all files as MP3 (75 MB)","Download original music files (2 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/matching-maker-ds/ktxajfwk/Matching%20Maker%20DS%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/matching-maker-ds/Matching%20Maker%20DS%20%28EMU%29.zophar.zip"
"Matchstick - Puzzle by DS","","https://www.zophar.net/music/nintendo-ds-2sf/matchstick-puzzle-by-ds","Jun 14th,2007","Nintendo DS","Bit-Shift","Ertain","Download all files as MP3 (27 MB)","Download original music files (618 KB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/matchstick-puzzle-by-ds/syyxasep/Matchstick%20-%20Puzzle%20by%20DS%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/matchstick-puzzle-by-ds/Matchstick%20-%20Puzzle%20by%20DS%20%28EMU%29.zophar.zip"
"Math Play","","https://www.zophar.net/music/nintendo-ds-2sf/math-play","Sep 7th,2006","Nintendo DS","Xpec","Denyu-Sha","Download all files as MP3 (42 MB)","Download original music files (713 KB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/math-play/sbnysitm/Math%20Play%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/math-play/Math%20Play%20%28EMU%29.zophar.zip"
"Maths Made Simple","","https://www.zophar.net/music/nintendo-ds-2sf/maths-made-simple","Feb 14th,2008","Nintendo DS","","ASK Kodansha","Download all files as MP3 (91 MB)","Download original music files (665 KB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/maths-made-simple/uceybeit/Maths%20Made%20Simple%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/maths-made-simple/Maths%20Made%20Simple%20%28EMU%29.zophar.zip"
"Mawashite Tsunageru - Touch Panic","","https://www.zophar.net/music/nintendo-ds-2sf/mawashite-tsunageru-touch-panic","May 25th,2006","Nintendo DS","AKI","Nintendo","Download all files as MP3 (81 MB)","Download original music files (1 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mawashite-tsunageru-touch-panic/tcrmpgna/Mawashite%20Tsunageru%20-%20Touch%20Panic%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mawashite-tsunageru-touch-panic/Mawashite%20Tsunageru%20-%20Touch%20Panic%20%28EMU%29.zophar.zip"
"Me de Unou wo Kitaeru - DS Sokudoku Junior","","https://www.zophar.net/music/nintendo-ds-2sf/me-de-unou-wo-kitaeru-ds-sokudoku-junior","Aug 30th,2007","Nintendo DS","","MileStone","Download all files as MP3 (5 MB)","Download original music files (2 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/me-de-unou-wo-kitaeru-ds-sokudoku-junior/orgyneen/Me%20de%20Unou%20wo%20Kitaeru%20-%20DS%20Sokudoku%20Junior%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/me-de-unou-wo-kitaeru-ds-sokudoku-junior/Me%20de%20Unou%20wo%20Kitaeru%20-%20DS%20Sokudoku%20Junior%20%28EMU%29.zophar.zip"
"Me de Unou wo Kitaeru - DS Sokudoku Jutsu","","https://www.zophar.net/music/nintendo-ds-2sf/me-de-unou-wo-kitaeru-ds-sokudoku-jutsu","Nov 9th,2006","Nintendo DS","","MileStone","Download all files as MP3 (3 MB)","Download original music files (2 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/me-de-unou-wo-kitaeru-ds-sokudoku-jutsu/zgbdaxov/Me%20de%20Unou%20wo%20Kitaeru%20-%20DS%20Sokudoku%20Jutsu%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/me-de-unou-wo-kitaeru-ds-sokudoku-jutsu/Me%20de%20Unou%20wo%20Kitaeru%20-%20DS%20Sokudoku%20Jutsu%20%28EMU%29.zophar.zip"
"Mechanic Master","https://fi.zophar.net/soundcovers/nintendo-ds-2sf/thumbs_large/ds_mechanicmaster.jpg","https://www.zophar.net/music/nintendo-ds-2sf/mechanic-master","Oct 21st,2008","Nintendo DS","Midway","Midway","Download all files as MP3 (31 MB)","Download original music files (1 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mechanic-master/htcneaho/Mechanic%20Master%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mechanic-master/Mechanic%20Master%20%28EMU%29.zophar.zip"
"MechAssault - Phantom War","","https://www.zophar.net/music/nintendo-ds-2sf/mechassault-phantom-war","Sep 12th,2006","Nintendo DS","Backbone Emeryville","Majesco","Download all files as MP3 (58 MB)","Download original music files (9 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mechassault-phantom-war/eldwufbw/MechAssault%20-%20Phantom%20War%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mechassault-phantom-war/MechAssault%20-%20Phantom%20War%20%28EMU%29.zophar.zip"
"Medarot DS","","https://www.zophar.net/music/nintendo-ds-2sf/medarot-ds","May 27th,2010","Nintendo DS","","Rocket Company","Download all files as MP3 (167 MB)","Download original music files (10 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/medarot-ds/qbpwcizu/Medarot%20DS%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/medarot-ds/Medarot%20DS%20%28EMU%29.zophar.zip"
"Meet the Robinsons","","https://www.zophar.net/music/nintendo-ds-2sf/meet-the-robinsons","Mar 27th,2007","Nintendo DS","Altron","Disney","Download all files as MP3 (218 MB)","Download original music files (632 KB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/meet-the-robinsons/dwktjnzy/Meet%20the%20Robinsons%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/meet-the-robinsons/Meet%20the%20Robinsons%20%28EMU%29.zophar.zip"
"Mega Man Battle Network 5 - Double Team","","https://www.zophar.net/music/nintendo-ds-2sf/mega-man-battle-network-5-double-team","Jul 21st,2005","Nintendo DS","Capcom Production Studio 2","Capcom","Download all files as MP3 (106 MB)","Download original music files (3 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mega-man-battle-network-5-double-team/ozxtclez/Mega%20Man%20Battle%20Network%205%20-%20Double%20Team%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mega-man-battle-network-5-double-team/Mega%20Man%20Battle%20Network%205%20-%20Double%20Team%20%28EMU%29.zophar.zip"
"Mega Man Star Force","https://fi.zophar.net/soundcovers/nintendo-ds-2sf/thumbs_large/ds_megamanstarforcedragon.jpg","https://www.zophar.net/music/nintendo-ds-2sf/mega-man-star-force","Dec 14th,2006","Nintendo DS","","Capcom","Download all files as MP3 (127 MB)","Download original music files (6 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mega-man-star-force/hjrbgayh/Mega%20Man%20Star%20Force%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mega-man-star-force/Mega%20Man%20Star%20Force%20%28EMU%29.zophar.zip"
"Mega Man Star Force 2","","https://www.zophar.net/music/nintendo-ds-2sf/mega-man-star-force-2","Nov 22nd,2007","Nintendo DS","","Capcom","Download all files as MP3 (121 MB)","Download original music files (3 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mega-man-star-force-2/wiaxtidx/Mega%20Man%20Star%20Force%202%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mega-man-star-force-2/Mega%20Man%20Star%20Force%202%20%28EMU%29.zophar.zip"
"Mega Man Star Force 3","","https://www.zophar.net/music/nintendo-ds-2sf/mega-man-star-force-3","Nov 13th,2008","Nintendo DS","","Capcom","Download all files as MP3 (171 MB)","Download original music files (3 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mega-man-star-force-3/kphihwut/Mega%20Man%20Star%20Force%203%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mega-man-star-force-3/Mega%20Man%20Star%20Force%203%20%28EMU%29.zophar.zip"
"Mega Man Zero Collection","","https://www.zophar.net/music/nintendo-ds-2sf/mega-man-zero-collection","Jun 8th,2010","Nintendo DS","Inti Creates","Capcom","Download all files as MP3 (769 MB)","Download original music files (10 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mega-man-zero-collection/dvyqhuwk/Mega%20Man%20Zero%20Collection%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mega-man-zero-collection/Mega%20Man%20Zero%20Collection%20%28EMU%29.zophar.zip"
"Mega Man ZX","https://fi.zophar.net/soundcovers/nintendo-ds-2sf/thumbs_large/ds_megamanzx.jpg","https://www.zophar.net/music/nintendo-ds-2sf/mega-man-zx","Jul 6th,2006","Nintendo DS","Inti Creates","Capcom","Download all files as MP3 (214 MB)","Download original music files (3 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mega-man-zx/bwthecra/Mega%20Man%20ZX%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mega-man-zx/Mega%20Man%20ZX%20%28EMU%29.zophar.zip"
"Mega Man ZX Advent","https://fi.zophar.net/soundcovers/nintendo-ds-2sf/thumbs_large/ds_megamanzxadvent.jpg","https://www.zophar.net/music/nintendo-ds-2sf/mega-man-zx-advent","Jul 12th,2007","Nintendo DS","Inti Creates","Capcom","Download all files as MP3 (230 MB)","Download original music files (4 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mega-man-zx-advent/hhjjhxpt/Mega%20Man%20ZX%20Advent%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/mega-man-zx-advent/Mega%20Man%20ZX%20Advent%20%28EMU%29.zophar.zip"
"Meitantei Conan & Kindaichi Shounen no Jikenbou - Meguri au Futari no Meitantei","","https://www.zophar.net/music/nintendo-ds-2sf/meitantei-conan-kindaichi-shounen-no-jikenbou-meguri-au-futari-no-meitantei","Feb 5th,2009","Nintendo DS","","Bandai Namco","Download all files as MP3 (99 MB)","Download original music files (3 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/meitantei-conan-kindaichi-shounen-no-jikenbou-meguri-au-futari-no-meitantei/iacuxuyu/Meitantei%20Conan%20%26%20Kindaichi%20Shounen%20no%20Jikenbou%20-%20Meguri%20au%20Futari%20no%20Meitantei%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/meitantei-conan-kindaichi-shounen-no-jikenbou-meguri-au-futari-no-meitantei/Meitantei%20Conan%20%26%20Kindaichi%20Shounen%20no%20Jikenbou%20-%20Meguri%20au%20Futari%20no%20Meitantei%20%28EMU%29.zophar.zip"
"Meitantei Conan - Aoki Houseki no Rinbukyoku","","https://www.zophar.net/music/nintendo-ds-2sf/meitantei-conan-aoki-houseki-no-rinbukyoku","Apr 21st,2011","Nintendo DS","","Bandai Namco","Download all files as MP3 (71 MB)","Download original music files (2 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/meitantei-conan-aoki-houseki-no-rinbukyoku/ssadmewt/Meitantei%20Conan%20-%20Aoki%20Houseki%20no%20Rinbukyoku%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/meitantei-conan-aoki-houseki-no-rinbukyoku/Meitantei%20Conan%20-%20Aoki%20Houseki%20no%20Rinbukyoku%20%28EMU%29.zophar.zip"
"Meitantei Conan - Kakokara no Zensou Kyoku","","https://www.zophar.net/music/nintendo-ds-2sf/meitantei-conan-kakokara-no-zensou-kyoku","Apr 19th,2012","Nintendo DS","","Bandai Namco","Download all files as MP3 (44 MB)","Download original music files (22 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/meitantei-conan-kakokara-no-zensou-kyoku/jlzsbgwf/Meitantei%20Conan%20-%20Kakokara%20no%20Zensou%20Kyoku%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/meitantei-conan-kakokara-no-zensou-kyoku/Meitantei%20Conan%20-%20Kakokara%20no%20Zensou%20Kyoku%20%28EMU%29.zophar.zip"
"Meitantei Conan - Kieta Hakase to Machigai Sagashi no Tou","","https://www.zophar.net/music/nintendo-ds-2sf/meitantei-conan-kieta-hakase-to-machigai-sagashi-no-tou","Apr 3rd,2008","Nintendo DS","","Bandai Namco","Download all files as MP3 (73 MB)","Download original music files (3 MB)","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/meitantei-conan-kieta-hakase-to-machigai-sagashi-no-tou/ubyaixka/Meitantei%20Conan%20-%20Kieta%20Hakase%20to%20Machigai%20Sagashi%20no%20Tou%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/nintendo-ds-2sf/meitantei-conan-kieta-hakase-to-machigai-sagashi-no-tou/Meitantei%20Conan%20-%20Kieta%20Hakase%20to%20Machigai%20Sagashi%20no%20Tou%20%28EMU%29.zophar.zip"
